epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,419.034,0.4683,0.35312,0.84558,0,0,0,0,0,0.03906,0,0.001783,0.001783,0.001783
168,421.493,0.46766,0.33951,0.85585,0,0,0,0,0,0.04492,0,0.0017335,0.0017335,0.0017335
169,423.923,0.42196,0.3424,0.83093,0,0,0,0,0,0.0625,0,0.001684,0.001684,0.001684
170,426.449,0.51475,0.38008,0.8943,0,0,0,0,0,0.07617,0,0.0016345,0.0016345,0.0016345
171,428.906,0.43369,0.32225,0.83235,0,0,0,0,0,0.09082,0,0.001585,0.001585,0.001585
172,431.336,0.46269,0.3405,0.87243,0,0,0,0,0,0.0918,0,0.0015355,0.0015355,0.0015355
173,433.795,0.45235,0.34442,0.83227,0,0,0,0,0,0.07422,0,0.001486,0.001486,0.001486
174,436.26,0.45211,0.32926,0.84016,0,0,0,0,0,0.07422,0,0.0014365,0.0014365,0.0014365
175,438.682,0.43288,0.32059,0.84037,0,0,0,0,0,0.05078,0,0.001387,0.001387,0.001387
176,441.089,0.41911,0.31407,0.84068,0,0,0,0,0,0.0293,0,0.0013375,0.0013375,0.0013375
177,443.505,0.48347,0.36307,0.86408,0,0,0,0,0,0.02539,0,0.001288,0.001288,0.001288
178,445.978,0.43783,0.32997,0.84576,0,0,0,0,0,0.02539,0,0.0012385,0.0012385,0.0012385
179,448.421,0.45151,0.33373,0.83923,0,0,0,0,0,0.01758,0,0.001189,0.001189,0.001189
180,450.909,0.41276,0.29952,0.82836,0,0,0,0,0,0.01367,0,0.0011395,0.0011395,0.0011395
181,453.327,0.40407,0.31199,0.81896,0,0,0,0,0,0.01367,0,0.00109,0.00109,0.00109
182,455.795,0.43532,0.29953,0.84337,0,0,0,0,0,0.00977,0,0.0010405,0.0010405,0.0010405
183,458.31,0.46273,0.35533,0.86158,0,0,0,0,0,0.01367,0,0.000991,0.000991,0.000991
184,460.776,0.42666,0.29927,0.81756,0,0,0,0,0,0.02344,0,0.0009415,0.0009415,0.0009415
185,463.212,0.43069,0.32735,0.84379,0,0,0,0,0,0.02344,0,0.000892,0.000892,0.000892
186,500.961,0.38672,0.30431,0.82402,0,0,0,0,0,0.04492,0,0.0008425,0.0008425,0.0008425
187,503.446,0.35997,0.26446,0.81175,0,0,0,0,0,0.04688,0,0.000793,0.000793,0.000793
188,505.991,0.37519,0.28221,0.83195,0,0,0,0,0,0.04688,0,0.0007435,0.0007435,0.0007435
189,508.475,0.3655,0.28079,0.81714,0,0,0,0,0,0.05469,0,0.000694,0.000694,0.000694
190,510.953,0.36979,0.28565,0.82553,0,0,0,0,0,0.05273,0,0.0006445,0.0006445,0.0006445
191,513.429,0.40965,0.29135,0.84425,0,0,0,0,0,0.04297,0,0.000595,0.000595,0.000595
192,515.867,0.37293,0.28036,0.79944,0,0,0,0,0,0.04102,0,0.0005455,0.0005455,0.0005455
193,518.304,0.39652,0.28125,0.8189,0,0,0,0,0,0.03711,0,0.000496,0.000496,0.000496
194,520.705,0.37814,0.28119,0.80513,0,0,0,0,0,0.03516,0,0.0004465,0.0004465,0.0004465
195,523.145,0.36965,0.2709,0.80841,0,0,0,0,0,0.0332,0,0.000397,0.000397,0.000397
196,525.536,0.37795,0.27025,0.84006,0,0,0,0,0,0.03516,0,0.0003475,0.0003475,0.0003475
197,527.926,0.4008,0.26149,0.81974,0,0,0,0,0,0.0332,0,0.000298,0.000298,0.000298
198,530.323,0.36208,0.25729,0.82226,0,0,0,0,0,0.03516,0,0.0002485,0.0002485,0.0002485
199,532.707,0.35065,0.26646,0.79972,0,0,0,0,0,0.03516,0,0.000199,0.000199,0.000199
200,535.125,0.37368,0.28443,0.82819,0,0,0,0,0,0.03906,0,0.0001495,0.0001495,0.0001495
